,Číslo záznamu,Typ záznamu,Je součást čeho (číslo záznamu),"typ díla (celé dílo, úryvek, antologie, souborné dílo)",Vztah k originálu (překlad vs. adaptace),Druh adaptace (slovem),Autor/ka + kód autority,Název díla dle titulu (v příslušném písmu),Údaje o odpovědnosti a další informace,Původní název,Jazyk díla,Výchozí jazyk ,Zprostředkovací jazyk,Údaje o zprostředkovacím díle,"Město vydání, země vydání, nakladatel","Edice, svazek",Údaje o časopiseckém vydání,Počet stran,Rok,ISBN,Překladatel/ka,Zdroj či odkaz,Volná poznámka,tecnická poznámka
635,636,část knihy,472.0,celé dílo,překlad,,,La bevuta,,Pitka,ita ,cze,,,,,,,,,,,,
636,637,část knihy,472.0,celé dílo,překlad,,,Pensi ai bambini,,Na děti myslíš,ita ,cze,,,,,,,,,,,,
637,638,část knihy,472.0,celé dílo,překlad,,,Abbandinare?,,Opustit?,ita ,cze,,,,,,,,,,,,
638,639,část knihy,472.0,celé dílo,překlad,,,Solo che,,Jenomže,ita ,cze,,,,,,,,,,,,
639,640,část knihy,472.0,celé dílo,překlad,,,Ruderi,,Trosky,ita ,cze,,,,,,,,,,,,
640,641,část knihy,472.0,celé dílo,překlad,,,Sotto,,Pod,ita ,cze,,,,,,,,,,,,
641,642,část knihy,472.0,celé dílo,překlad,,,Fantasmi,,Fantómy,ita ,cze,,,,,,,,,,,,
642,643,část knihy,472.0,celé dílo,překlad,,,Molte volte,,Mnohdy,ita ,cze,,,,,,,,,,,,
643,644,část knihy,472.0,celé dílo,překlad,,,Ci domandiamo,,Páme se,ita ,cze,,,,,,,,,,,,
644,645,část knihy,472.0,celé dílo,překlad,,,Sperando,,Doiufající ,ita ,cze,,,,,,,,,,,,
645,646,kniha,,souborné dílo,překlad,,"Holan, Vladimír (jk01041653)",Una notte con Ofelia : e altre poesie,Saggio introduttivo di Vladimír Justl,Originál neexistuje,ita ,cze,,,Torino (Itálie) : G. Einaudi,,,76.0,1983.0,88-06-05553-4,"Ripellino, Angela Mario § Ripellino Hlochová, Ela",http://id.sbn.it/bid/CFI0011111,,
646,647,část knihy,646.0,celé dílo,překlad,,,Una notte con Ofelia 1972,,Noc s Ofelií,ita ,cze,,,,,,,,,,,,
647,648,část knihy,646.0,celé dílo,překlad,,,Dalla raccolta Mozartina II 1963,,Originál neznámý,ita ,cze,,,,,,,,,,,,
648,649,část knihy,646.0,celé dílo,překlad,,,Dalla raccolta Na sotnách [In punto di morte] 1967,,Originál neznámý,ita ,cze,,,,,,,,,,,,
649,650,část knihy,646.0,celé dílo,překlad,,,Dlla raccolta Nokturnal (ciclo Zdi [I musi]) 1980,,Originál neznámý,ita ,cze,,,,,,,,,,,,
650,651,část knihy,646.0,celé dílo,překlad,,,Toskána [Toscana] 1956-1963,,Originál neznámý,ita ,cze,,,,,,,,,,,,
651,652,kniha,,souborné dílo,překlad,,"Holan, Vladimír (jk01041653)",Addio?,"Versi italiani di Marco Ceriani, prefazione di Giovanni Raboni",Originál neexistuje,ita ,cze,,,Milano (Itálie) : Arcipelago,,,683.0,2014.0,978-88-7695-500-6,"
Fesslová, Vlasta",http://id.sbn.it/bid/VEA1158258,,
652,653,část knihy,652.0,celé dílo,překlad,,,Da Na postupu (In progresso),,,,,,,,,,,,,,,,
653,654,část knihy,652.0,celé dílo,překlad,,,Da Předposlední (Penultima),,,,,,,,,,,,,,,,
654,655,část knihy,652.0,celé dílo,překlad,,,Da Sbohem? (Addio?),,,,,,,,,,,,,,,,
655,656,kniha,,celé dílo,překlad,,"Jamek, Václav (jk01050721)",Ricordi di un mitteleuropeo : storie praghesi,,Originál neznámý,ita ,cze,fra,Traité des courtes merveilles,Milano (Itálie) : Sugarco,,,254.0,1990.0,88-7198-028-X,"Porfido, Massimo",http://id.sbn.it/bid/PUV0032792,,
656,657,kniha,,souborné dílo,překlad,,"Holub, Miroslav (jk01041818)",Poesie ,Con un saggio do Seamus Heaney,originál neexistuje,ita ,cze,,,Pescara (Itálie) : Ediars,,,65.0,1997.0,,"Marianacci, Dante",http://id.sbn.it/bid/BVE0140045,,
657,658,část knihy,657.0,celé dílo,překlad,,,Vetro,,Originál neznámý,ita ,cze,,,,,,,,,,,,
658,659,část knihy,657.0,celé dílo,překlad,,,La tarma,,Originál neznámý,ita ,cze,,,,,,,,,,,,
659,660,část knihy,657.0,celé dílo,překlad,,,Ganesha,,Originál neznámý,ita ,cze,,,,,,,,,,,,
660,661,část knihy,657.0,celé dílo,překlad,,,Il caporale che trafisse Archimede,,Originál neznámý,ita ,cze,,,,,,,,,,,,
661,662,část knihy,657.0,celé dílo,překlad,,,La sindrome delle parallele,,Originál neznámý,ita ,cze,,,,,,,,,,,,
662,663,část knihy,657.0,celé dílo,překlad,,,Capolavoro ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
663,664,část knihy,657.0,celé dílo,překlad,,,Reparto cure intensive,,Originál neznámý,ita ,cze,,,,,,,,,,,,
664,665,část knihy,657.0,celé dílo,překlad,,,L'insegnamenato del mestro ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
665,666,část knihy,657.0,celé dílo,překlad,,,Gli angeli primordiali ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
666,667,část knihy,657.0,celé dílo,překlad,,,I pesci ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
667,668,část knihy,657.0,celé dílo,překlad,,,Pranzo ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
668,669,část knihy,657.0,celé dílo,překlad,,,Verità,,Originál neznámý,ita ,cze,,,,,,,,,,,,
669,670,část knihy,657.0,celé dílo,překlad,,,Su Sisifo,,Originál neznámý,ita ,cze,,,,,,,,,,,,
670,671,část knihy,657.0,celé dílo,překlad,,,Breve ragionamento sui nani,,Originál neznámý,ita ,cze,,,,,,,,,,,,
671,672,část knihy,657.0,celé dílo,překlad,,,Conversazione con un poeta,,Originál neznámý,ita ,cze,,,,,,,,,,,,
672,673,část knihy,657.0,celé dílo,překlad,,,Breve riflessione sulla morte,,Originál neznámý,ita ,cze,,,,,,,,,,,,
673,674,část knihy,657.0,celé dílo,překlad,,,Parcchie intelligentissime persone,,Originál neznámý,ita ,cze,,,,,,,,,,,,
674,675,část knihy,657.0,celé dílo,překlad,,,Breve riflessione sulla teoria della relatività,,Originál neznámý,ita ,cze,,,,,,,,,,,,
675,676,část knihy,657.0,celé dílo,překlad,,,La mosca,,Originál neznámý,ita ,cze,,,,,,,,,,,,
676,677,část knihy,657.0,celé dílo,překlad,,,La fretta,,Originál neznámý,ita ,cze,,,,,,,,,,,,
677,678,část knihy,657.0,celé dílo,překlad,,,Breve riflessione sulla precisione,,Originál neznámý,ita ,cze,,,,,,,,,,,,
678,679,část knihy,657.0,celé dílo,překlad,,,Spaziotempo,,Originál neznámý,ita ,cze,,,,,,,,,,,,
679,680,část knihy,657.0,celé dílo,překlad,,,La sindrome del tessuto distrutto,,Originál neznámý,ita ,cze,,,,,,,,,,,,
680,681,část knihy,657.0,celé dílo,překlad,,,Il maestro,,Originál neznámý,ita ,cze,,,,,,,,,,,,
681,682,část knihy,657.0,celé dílo,překlad,,,Cos'altro,,Originál neznámý,ita ,cze,,,,,,,,,,,,
682,683,část knihy,657.0,celé dílo,překlad,,,L'uomo che maledice il mare,,Originál neznámý,ita ,cze,,,,,,,,,,,,
683,684,část knihy,657.0,celé dílo,překlad,,,Pompei,,Originál neznámý,ita ,cze,,,,,,,,,,,,
684,685,část knihy,657.0,celé dílo,překlad,,,Il British Museum,,Originál neznámý,ita ,cze,,,,,,,,,,,,
685,686,část knihy,657.0,celé dílo,překlad,,,Qualsiasi cosa su Dio,,Originál neznámý,ita ,cze,,,,,,,,,,,,
686,687,část knihy,657.0,celé dílo,překlad,,,Anatomia di Gennaio,,Originál neznámý,ita ,cze,,,,,,,,,,,,
687,688,kniha,,souborné dílo,překlad,,"Hruška, Petr (mzk2004261281)",Le macchine entrano nelle navi ,prefazione di Jan Štolba,Originál neexistuje,ita ,cze,,,Roma (Itálie) : Valigie rosse,,,94.0,2014.0,978-88-98518-09-8,"Špička, Jiří § Maccari, Paolo",http://id.sbn.it/bid/VEA1150938,,
688,689,část knihy,688.0,celé dílo,překlad,,,Mentra siamo in cucina,,Zatím co jsme v kuchyni,ita ,cze,,,,,,,,,,,,
689,690,část knihy,688.0,celé dílo,překlad,,,Il furto,,Krádež,ita ,cze,,,,,,,,,,,,
690,691,část knihy,688.0,celé dílo,překlad,,,Pernottamento,,Nocleh,ita ,cze,,,,,,,,,,,,
691,692,část knihy,688.0,celé dílo,překlad,,,Le macchine entrano nelle navi ,,Auta vjíždějí do lodi,ita ,cze,,,,,,,,,,,,
692,693,část knihy,688.0,celé dílo,překlad,,,Beretti con la visiera,,Kšiltovky,ita ,cze,,,,,,,,,,,,
693,694,část knihy,688.0,celé dílo,překlad,,,Piazza dei partigiani,,Partyzánské náměstí,ita ,cze,,,,,,,,,,,,
694,695,část knihy,688.0,celé dílo,překlad,,,[Un barattolo rovesciato],,Originál neznámý,ita ,cze,,,,,,,,,,,,
695,696,část knihy,688.0,celé dílo,překlad,,,Uccellini,,Ptáčci,ita ,cze,,,,,,,,,,,,
696,697,část knihy,688.0,celé dílo,překlad,,,Cosa voglio ancora,,Co ještě chci,ita ,cze,,,,,,,,,,,,
697,698,část knihy,688.0,celé dílo,překlad,,,Cinque,,Pět,ita ,cze,,,,,,,,,,,,
698,699,část knihy,688.0,celé dílo,překlad,,,Mia madre,,Moje matka,ita ,cze,,,,,,,,,,,,
699,700,část knihy,688.0,celé dílo,překlad,,,Dopo l'incidente,,Po neštěstí,ita ,cze,,,,,,,,,,,,
700,701,část knihy,688.0,celé dílo,překlad,,,Era felice,,Měl radost,ita ,cze,,,,,,,,,,,,
701,702,část knihy,688.0,celé dílo,překlad,,,[è giorno],,Originál neznámý,ita ,cze,,,,,,,,,,,,
702,703,část knihy,688.0,celé dílo,překlad,,,Momento per il pesce,,Chvíle pro rybu,ita ,cze,,,,,,,,,,,,
703,704,část knihy,688.0,celé dílo,překlad,,,Porto una porca puttana,,Nesu kurvu,ita ,cze,,,,,,,,,,,,
704,705,část knihy,688.0,celé dílo,překlad,,,Tutto quel piccolo parco,,Veškerý ten parčík,ita ,cze,,,,,,,,,,,,
705,706,část knihy,688.0,celé dílo,překlad,,,Luglio ,,Červenec ,ita ,cze,,,,,,,,,,,,
706,707,část knihy,688.0,celé dílo,překlad,,,Luglio : a Jan Balabán,,Červenec : Janu Balabánovi,ita ,cze,,,,,,,,,,,,
707,708,část knihy,688.0,celé dílo,překlad,,,Luglio ,,Červenec ,ita ,cze,,,,,,,,,,,,
708,709,část knihy,688.0,celé dílo,překlad,,,La porta,,Dveře,ita ,cze,,,,,,,,,,,,
709,710,část knihy,688.0,celé dílo,překlad,,,La dispensa,,Komora,ita ,cze,,,,,,,,,,,,
710,711,část knihy,688.0,celé dílo,překlad,,,Si vede a lungo,,Je vidět dlouho,ita ,cze,,,,,,,,,,,,
711,712,část knihy,688.0,celé dílo,překlad,,,Inizio di primavera,,Předjaří,ita ,cze,,,,,,,,,,,,
712,713,část knihy,688.0,celé dílo,překlad,,,Prima del bagno,,Před koupelí,ita ,cze,,,,,,,,,,,,
713,714,část knihy,688.0,celé dílo,překlad,,,Plausibilmente,,Podle všeho,ita ,cze,,,,,,,,,,,,
714,715,část knihy,688.0,celé dílo,překlad,,,Un bel tonno : a Jan Balabán,,Pořádného tuňáka : Janu Balabánovi,ita ,cze,,,,,,,,,,,,
715,716,část knihy,688.0,celé dílo,překlad,,,Cincia,,Sýkora,ita ,cze,,,,,,,,,,,,
716,717,část knihy,688.0,celé dílo,překlad,,,Ragazzo!,,Chlapče,ita ,cze,,,,,,,,,,,,
717,718,část knihy,688.0,celé dílo,překlad,,,Le tette,,Prsa,ita ,cze,,,,,,,,,,,,
718,719,část knihy,688.0,celé dílo,překlad,,,La scarpa,,Bota,ita ,cze,,,,,,,,,,,,
719,720,část knihy,688.0,celé dílo,překlad,,,L'eccedenza del padre,,Přebytek otce,ita ,cze,,,,,,,,,,,,
720,721,část knihy,688.0,celé dílo,překlad,,,L'abbaio,,Štěkot,ita ,cze,,,,,,,,,,,,
721,722,část knihy,688.0,celé dílo,překlad,,,Un frego,,Škrt,ita ,cze,,,,,,,,,,,,
722,723,kniha,,celé dílo,překlad,,"Klíma, Ladislav (jk01060531)",I dolori del principe Sternenoch,con avvertimenti e note per Ladislav Klíma di Sergio Corduas,Utrpení knížete Sternenocha,ita ,cze,,,Roma (Itálie) : E/O,,,182.0,1983.0,88-7641-010-4,"Amici, Dania § Corduas, Sergio",http://id.sbn.it/bid/RLZ0306961,,
723,724,kniha,,celé dílo,překlad,,"Kohout, Pavel (jk01061137)",La carnefice,,Katyně,ita ,cze,,,Roma (Itálie) : Editori Riuniti,,,376.0,1978.0,,"Biancospino, Elisa",http://id.sbn.it/bid/RLZ0306962,,
724,725,kniha,,celé dílo,překlad,,"Kohout, Pavel (jk01061137)",L'assassino delle vedove,,Hvězdná hodina vrahů,ita ,cze,,,Roma (Itálie) : Fazi,,,446.0,2003.0,88-8112-417-3,"Letizia, Kostner",http://id.sbn.it/bid/RAV1133895,,
725,726,kniha,,souborné dílo,překlad,,"Král, Petr (jk01062798)",Tutto sul crepuscolo,Introduzione di Francesca Tuscano,Originál neexistuje,ita ,cze,,,Milano (Itálie) : Mimesis,,,76.0,2014.0,978-88-575-2384-2,"Parente, Antonio",http://id.sbn.it/bid/MIL0866248,,
726,727,část knihy,726.0,celé dílo,překlad,,,Evo moderno,,Originál neznámý,ita ,cze,,,,,,,,,,,,
727,728,část knihy,726.0,celé dílo,překlad,,,Ampi boulevard,,Originál neznámý,ita ,cze,,,,,,,,,,,,
728,729,část knihy,726.0,celé dílo,překlad,,,L'oggi sarà,,Originál neznámý,ita ,cze,,,,,,,,,,,,
729,730,část knihy,726.0,celé dílo,překlad,,,Senza,,Originál neznámý,ita ,cze,,,,,,,,,,,,
730,731,část knihy,726.0,celé dílo,překlad,,,Nel pomeriggio ha piovuto,,Originál neznámý,ita ,cze,,,,,,,,,,,,
731,732,část knihy,726.0,celé dílo,překlad,,,Paesi di naufragi,,Originál neznámý,ita ,cze,,,,,,,,,,,,
732,733,část knihy,726.0,celé dílo,překlad,,,Festival,,Originál neznámý,ita ,cze,,,,,,,,,,,,
733,734,část knihy,726.0,celé dílo,překlad,,,Passeggiate,,Originál neznámý,ita ,cze,,,,,,,,,,,,
734,735,část knihy,726.0,celé dílo,překlad,,,Caduta in giugno,,Originál neznámý,ita ,cze,,,,,,,,,,,,
735,736,část knihy,726.0,celé dílo,překlad,,,Tutto sul crepuscolo 1-2,,Originál neznámý,ita ,cze,,,,,,,,,,,,
736,737,část knihy,726.0,celé dílo,překlad,,,Tuileries,,Originál neznámý,ita ,cze,,,,,,,,,,,,
737,738,část knihy,726.0,celé dílo,překlad,,,Pompei di fine estate,,Originál neznámý,ita ,cze,,,,,,,,,,,,
738,739,část knihy,726.0,celé dílo,překlad,,,Infine la gioia ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
739,740,část knihy,726.0,celé dílo,překlad,,,Paesaggio col vincitore 1-2,,Originál neznámý,ita ,cze,,,,,,,,,,,,
740,741,část knihy,726.0,celé dílo,překlad,,,Le delizie dei viaggi 1-2,,Originál neznámý,ita ,cze,,,,,,,,,,,,
741,742,část knihy,726.0,celé dílo,překlad,,,Sentinelle,,Originál neznámý,ita ,cze,,,,,,,,,,,,
742,743,část knihy,726.0,celé dílo,překlad,,,Rinvio,,Originál neznámý,ita ,cze,,,,,,,,,,,,
743,744,část knihy,726.0,celé dílo,překlad,,,Sempre,,Originál neznámý,ita ,cze,,,,,,,,,,,,
744,745,část knihy,726.0,celé dílo,překlad,,,Diritto al grigio ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
745,746,část knihy,726.0,celé dílo,překlad,,,A Barcellona 1-2,,Originál neznámý,ita ,cze,,,,,,,,,,,,
746,747,část knihy,726.0,celé dílo,překlad,,,Notizia,,Originál neznámý,ita ,cze,,,,,,,,,,,,
747,748,část knihy,726.0,celé dílo,překlad,,,Gong ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
748,749,část knihy,726.0,celé dílo,překlad,,,Caduta,,Originál neznámý,ita ,cze,,,,,,,,,,,,
749,750,část knihy,726.0,celé dílo,překlad,,,A notte,,Originál neznámý,ita ,cze,,,,,,,,,,,,
750,751,část knihy,726.0,celé dílo,překlad,,,L'oggi è una pianura,,Originál neznámý,ita ,cze,,,,,,,,,,,,
751,752,část knihy,726.0,celé dílo,překlad,,,Ancora notte,,Originál neznámý,ita ,cze,,,,,,,,,,,,
752,753,část knihy,726.0,celé dílo,překlad,,,Avanguardia,,Originál neznámý,ita ,cze,,,,,,,,,,,,
753,754,část knihy,726.0,celé dílo,překlad,,,Con l'onda,,Originál neznámý,ita ,cze,,,,,,,,,,,,
754,755,část knihy,726.0,celé dílo,překlad,,,Dal sobborgo,,Originál neznámý,ita ,cze,,,,,,,,,,,,
755,756,část knihy,726.0,celé dílo,překlad,,,Loro,,Originál neznámý,ita ,cze,,,,,,,,,,,,
756,757,část knihy,726.0,celé dílo,překlad,,,Spogliarsi,,Originál neznámý,ita ,cze,,,,,,,,,,,,
757,758,část knihy,726.0,celé dílo,překlad,,,Massiccio e crepacci ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
758,759,část knihy,726.0,celé dílo,překlad,,,Tempo di sonate,,Originál neznámý,ita ,cze,,,,,,,,,,,,
759,760,část knihy,726.0,celé dílo,překlad,,,Case e chiese ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
760,761,část knihy,726.0,celé dílo,překlad,,,Sono qui,,Originál neznámý,ita ,cze,,,,,,,,,,,,
761,762,část knihy,726.0,celé dílo,překlad,,,Visita,,Originál neznámý,ita ,cze,,,,,,,,,,,,
762,763,část knihy,726.0,celé dílo,překlad,,,"L'imbrunire, respiriamo",,Originál neznámý,ita ,cze,,,,,,,,,,,,
763,764,část knihy,726.0,celé dílo,překlad,,,Quello che sta pagando...,,Originál neznámý,ita ,cze,,,,,,,,,,,,
764,765,část knihy,726.0,celé dílo,překlad,,,Eurolines,,Originál neznámý,ita ,cze,,,,,,,,,,,,
765,766,část knihy,726.0,celé dílo,překlad,,,A tuttofare,,Originál neznámý,ita ,cze,,,,,,,,,,,,
766,767,část knihy,726.0,celé dílo,překlad,,,Invidi a Standa il suo Fernet,,Originál neznámý,ita ,cze,,,,,,,,,,,,
767,768,část knihy,726.0,celé dílo,překlad,,,Anche col sigaro,,Originál neznámý,ita ,cze,,,,,,,,,,,,
768,769,část knihy,726.0,celé dílo,překlad,,,Con veemenza ti distaccasti,,Originál neznámý,ita ,cze,,,,,,,,,,,,
769,770,část knihy,726.0,celé dílo,překlad,,,Giorno,,Originál neznámý,ita ,cze,,,,,,,,,,,,
770,771,část knihy,726.0,celé dílo,překlad,,,Giorno II ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
771,772,část knihy,726.0,celé dílo,překlad,,,Un accenno di sorriso,,Originál neznámý,ita ,cze,,,,,,,,,,,,
772,773,část knihy,726.0,celé dílo,překlad,,,E all'imbrunire diventa ad un tratto ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
773,774,část knihy,726.0,celé dílo,překlad,,,Neuilly,,Originál neznámý,ita ,cze,,,,,,,,,,,,
774,775,část knihy,726.0,celé dílo,překlad,,,Passeggiando  per la stradina,,Originál neznámý,ita ,cze,,,,,,,,,,,,
775,776,kniha,,celé dílo,překlad,,,Nozioni di base,"Contributi di Milan Kundera, Massimo Rizzante, Yves Hersant",Základní pojmy,ita ,cze,,,Torino (Itálie) : Miraggi,,,217.0,2017.0,978-88-99815-11-0,"Angeloni, Laura",http://id.sbn.it/bid/PUV1488082,,
776,777,kniha,,celé dílo,překlad,,"Langer, František (jk01071520)",I fancuilli e il pugnale,,Děti a dýka,ita ,cze,,,Milano (Itálie) : A. Mondadori,,,178.0,1947.0,,"Garosci, Cristina Agosti",https://galileodiscovery.unipd.it/permalink/39UPD_INST/prmo4k/alma990025853450206046,,
777,778,kniha,,celé dílo,překlad,,"Langer, Jiří (jk01071526)",Le nove porte : I segreti del chassidismo ,,Devět bran : Chasidu tajemství ,ita ,cze,,,Milano (Itálie) : Adelphi,,,252.0,1967.0,,"Ripellino, Ela",http://id.sbn.it/bid/RLZ0232226,,
778,779,kniha,,celé dílo,překlad,,"Langer, Jiří (jk01071526)",Eros nella Cabbalà : Il mistero dell'amore; mistica e psicologia del profondo,,Erotika kabaly,ita ,cze,ger,Die Erotik der Kabbala,Roma (Itálie) : La parola,,,204.0,2007.0,978-88-95120-05-8,"Capuano, Daniele § Morselli, Marco",http://id.sbn.it/bid/UBO3277079,,
779,780,kniha,,celé dílo,překlad,,"Linhartová, Věra (jk01072187)",Interanalisi del fluito prossimo,,Meziprůzkum nejblíž uplynulého,ita ,cze,,,Torino (Itálie) : Einaudi,,,259.0,1969.0,,"Ripellino, Ela § Ripellino, Angelo Maria",http://id.sbn.it/bid/RAV0051997,,
780,781,kniha,,celé dílo,překlad,,"Linhartová, Věra (jk01072187)",Ritratti carnivori,Ritratto dell'autrice di Sylvie Richterová,Masožravé portréty,ita ,cze,fra,"
Portraits carnivores",Roma (Itálie) : E/O,,,76.0,1987.0,88-7641-048-1,"Ferri, Linda",http://id.sbn.it/bid/CFI0121995,,
781,782,kniha,,souborné dílo,překlad,,"Weil, Jiří (jk01151482)",La frontiera di Mosca = Il cucchiaio di legno,Prefazione di Růžena Grebeníčková,Originál neexistuje,ita ,cze,,,Bari (Itálie) : Laterza,,,590.0,1969.0,,"Pacini, Gianlorenzo",http://id.sbn.it/bid/VEA1322427,,
782,783,část knihy,782.0,celé dílo,překlad,,,La frontiera di Mosca,,Moskva - Hranice,,,,,,,,,,,,,,
783,784,část knihy,782.0,celé dílo,překlad,,,Il cucchiaio di legno,,Dřevěná lžíce,,,,,,,,,,,,,,
784,785,kniha,,celé dílo,překlad,,"Weil, Jiří (jk01151482)",Una vita con la stella,Prefazione di Philip Roth,Život s hvězdou ,ita ,cze,,,Milano (Itálie) : Rizzoli,,,238.0,1992.0,88-17-67969-0,"Dierna, Giuseppe",http://id.sbn.it/bid/RAV0177604,,
785,786,kniha,,celé dílo,překlad,,"Klíma, Ivan (jk01060513)",Amore e spazzatura,,Láska a smetí,ita ,cze,,,Milano (Itálie) : A. Mondadori,,,238.0,1991.0,88-04-34602-7,"Pacini, Gianlorenzo",http://id.sbn.it/bid/RAV0147456,,
786,787,kniha,,celé dílo,překlad,,"Klíma, Ivan (jk01060513)",Miriam,Prefazione di Dalibor Dobiáš,Moje první lásky,ita ,cze,,,Atripalda (Itálie) : Mephite,,,92.0,2012.0,978-88-6320-130-7,"Iervolino, Maria Teresa",http://id.sbn.it/bid/NAP0644387,,
787,788,kniha,,celé dílo,překlad,,"Orten, Jiří (k01091274)",Eta Eta gli uccelli gialli,,"Eta, Eta, žlutí ptáci",ita ,cze,,,Roma (Itálie) : Biblioteca del vascello,,,22.0,1991.0,,"Fazi, Giancarlo",http://id.sbn.it/bid/LIA0235796,,
788,789,kniha,,celé dílo,překlad,,"Zábrana, Jan (jz8001457)",Tutta una vita,Con un saggio di Olga Spilar,Celý život,ita ,cze,,,Palermo (Itálie) : Duepunti ,,,153.0,2009.0,978-88-89987-20-9,"Ouředník, Petr",http://id.sbn.it/bid/RMS2210403,,
789,790,kniha,,celé dílo,překlad,,"Wolker, Jiří (jk01151789)",La ballata degli occhi del fochista,,Balada o očích topičových ,ita ,cze,,,Senago (Itálie) : La pulce,,,19.0,2004.0,88-901110-2-X,"Dadone, Viktorka",http://id.sbn.it/bid/MIL0642277,,
790,791,kniha,,celé dílo,překlad,,"Wolker, Jiří (jk01151789)",La ballata del bambino non nato,,Balada o nenarozeném dítěti,ita ,cze,,,Senago (Itálie) : La pulce,,,17.0,2004.0,88-901575-0-X,"Dadone, Viktorka",http://id.sbn.it/bid/MIL0651070,,
791,792,kniha,,souborné dílo,překlad,,"Závada, Vilém (jk01152210)",Alla stazione di confine,,Originál neexistuje,ita ,cze,,,Napoli (Itálie) : SEN,,,65.0,1980.0,,"Bonetti, Ida",http://id.sbn.it/bid/MOL0143140,,
792,793,část knihy,792.0,celé dílo,překlad,,,Pasetllo,,Originál neznámý,ita ,cze,,,,,,,,,,,,
793,794,část knihy,792.0,celé dílo,překlad,,,Paesaggio,,Originál neznámý,ita ,cze,,,,,,,,,,,,
794,795,část knihy,792.0,celé dílo,překlad,,,Bettola,,Originál neznámý,ita ,cze,,,,,,,,,,,,
795,796,část knihy,792.0,celé dílo,překlad,,,Autunnale,,Originál neznámý,ita ,cze,,,,,,,,,,,,
796,797,část knihy,792.0,celé dílo,překlad,,,Sera d'inverno,,Originál neznámý,ita ,cze,,,,,,,,,,,,
797,798,část knihy,792.0,celé dílo,překlad,,,Mendicante,,Originál neznámý,ita ,cze,,,,,,,,,,,,
798,799,část knihy,792.0,celé dílo,překlad,,,Una sera all'inizio della guerra,,Originál neznámý,ita ,cze,,,,,,,,,,,,
799,800,část knihy,792.0,celé dílo,překlad,,,Diseredato,,Originál neznámý,ita ,cze,,,,,,,,,,,,
800,801,část knihy,792.0,celé dílo,překlad,,,Sogno,,Originál neznámý,ita ,cze,,,,,,,,,,,,
801,802,část knihy,792.0,celé dílo,překlad,,,Mietitura,,Originál neznámý,ita ,cze,,,,,,,,,,,,
802,803,část knihy,792.0,celé dílo,překlad,,,Eppure,,Originál neznámý,ita ,cze,,,,,,,,,,,,
803,804,část knihy,792.0,celé dílo,překlad,,,In viagggio nella notte,,Originál neznámý,ita ,cze,,,,,,,,,,,,
804,805,část knihy,792.0,celé dílo,překlad,,,Al limitare della terra,,Originál neznámý,ita ,cze,,,,,,,,,,,,
805,806,část knihy,792.0,celé dílo,překlad,,,Elegia,,Originál neznámý,ita ,cze,,,,,,,,,,,,
806,807,část knihy,792.0,celé dílo,překlad,,,Alla stazione di confine,,Originál neznámý,ita ,cze,,,,,,,,,,,,
807,808,část knihy,792.0,celé dílo,překlad,,,Canto della morte,,Originál neznámý,ita ,cze,,,,,,,,,,,,
808,809,část knihy,792.0,celé dílo,překlad,,,Al limite dell'età,,Originál neznámý,ita ,cze,,,,,,,,,,,,
809,810,část knihy,792.0,celé dílo,překlad,,,Scampagnata domenicale ,,Originál neznámý,ita ,cze,,,,,,,,,,,,
810,811,část knihy,792.0,celé dílo,překlad,,,Albero presso la strada,,Originál neznámý,ita ,cze,,,,,,,,,,,,
811,812,kniha,,celé dílo,překlad,,"Vaculík, Ludvík (jk01141068)",La primavera è arrivata,,Jaro je tady,ita ,cze,,,Trento (Itálie) : Forme libere,,,183.0,2018.0,978-88-6459-083-7,"Mella, Stefania § Šeböková Vannini, Michaela",http://id.sbn.it/bid/PUV1502138,,
812,813,kniha,,celé dílo,překlad,,"Vaculík, Ludvík (jk01141068)",Con i Cavalli in Moravia : viaggio al Praděd,,Cesta na Praděd,ita ,cze,,,Treviso (Itálie) : Santi Quaranta,,,297.0,2004.0,88-86496-57-5,"Baratella, Chiara",http://id.sbn.it/bid/VIA0124917,,
813,814,kniha,,celé dílo,překlad,,"Vaculík, Ludvík (jk01141068)",Le cavie ,,Mocata,ita ,cze,,,Milano (Itálie) : Garzanti,,,188.0,1974.0,,"Vitale, Sergio",http://id.sbn.it/bid/RAV0120642,,
814,815,kniha,,souborné dílo,překlad,,"Wernisch, Ivan (jk01151615)",Corre voce ovvero La morte ci attendeva altrove,A cura di Annalisa Cosentino,Originál neexistuje,ita ,cze,,,Udine (2005) : Forum,,,166.0,2005.0,88-8420-267-1,"Oviszach, Ivana § Perissutti, Anna Maria",http://id.sbn.it/bid/RMB0593759,,
